customer_id,signup_date,region,loyalty_tier,email
C101127,08/20/2022,South,Bronze,user1127@example.com
C101128,10/25/2022,Central,Bronze,user1128@example.com
C101129,06/24/2023,South,Platinum,user1129@example.com
C101130,07/03/2023,North,Bronze,user1130@example.com
C101131,06/28/2022,East,Silver,user1131@example.com
C101132,04/01/2022,West,Bronze,user1132@example.com
C101133,10/26/2021,West,Silver,user1133@example.com
C101134,04/22/2023,South,Silver,user1134@example.com
C101135,05/10/2023,Central,Bronze,user1135@example.com
C101136,12/24/2021,North,Platinum,user1136@example.com
C101137,07/17/2023,West,Gold,user1137@example.com
C101138,11/11/2021,Central,Platinum,user1138@example.com
C101139,04/21/2023,Central,Gold,user1139@example.com
C101140,02/27/2022,East,Bronze,user1140@example.com
C101141,06/27/2021,South,Bronze,user1141@example.com
C101142,01/21/2023,South,Silver,user1142@example.com
C101143,01/20/2022,North,Gold,user1143@example.com
C101144,03/11/2023,Central,Bronze,user1144@example.com
C101145,03/03/2023,West,Gold,user1145@example.com
C101146,09/01/2022,North,Bronze,user1146@example.com
C101147,01/08/2021,North,Platinum,user1147@example.com
C101148,09/14/2021,North,Silver,user1148@example.com
C101149,11/12/2021,West,Platinum,user1149@example.com
C101150,06/08/2021,North,Gold,user1150@example.com
C101151,09/15/2023,East,Bronze,user1151@example.com
C101152,04/29/2022,West,Gold,user1152@example.com
C101153,09/08/2021,Central,Silver,user1153@example.com
C101154,08/03/2023,West,Silver,user1154@example.com
C101155,02/09/2022,South,Bronze,user1155@example.com
C101156,07/12/2021,South,Gold,user1156@example.com
C101157,04/08/2023,Central,Bronze,user1157@example.com
C101158,01/15/2023,Central,Silver,user1158@example.com
C101159,05/18/2022,South,Platinum,user1159@example.com
C101160,02/10/2023,North,Silver,user1160@example.com
C101161,07/18/2021,West,Gold,user1161@example.com
C101162,06/12/2021,West,Platinum,user1162@example.com
C101163,05/31/2023,East,Gold,user1163@example.com
C101164,11/21/2022,North,Platinum,user1164@example.com
C101165,08/13/2022,South,Gold,user1165@example.com
C101166,01/01/2022,North,Platinum,user1166@example.com
C101167,09/04/2021,North,Bronze,user1167@example.com
C101168,01/29/2021,East,Gold,user1168@example.com
C101169,06/20/2023,Central,Bronze,user1169@example.com
C101170,07/10/2021,East,Silver,user1170@example.com
C101171,10/31/2021,Central,Gold,user1171@example.com
C101172,05/29/2021,Central,Bronze,user1172@example.com
C101173,10/20/2022,South,Silver,user1173@example.com
C101174,10/23/2021,Central,Bronze,user1174@example.com
C101175,09/10/2023,West,Gold,user1175@example.com
C101176,12/05/2021,North,Bronze,user1176@example.com
C101177,04/25/2022,West,Silver,user1177@example.com
C101178,03/29/2021,Central,Bronze,user1178@example.com
C101179,06/11/2022,,Gold,user1179@example.com
C101180,06/13/2022,East,Bronze,user1180@example.com
C101181,05/26/2021,East,Gold,user1181@example.com
C101182,05/16/2021,North,Bronze,user1182@example.com
C101183,11/14/2021,,Silver,user1183@example.com
C101184,11/24/2021,South,Gold,user1184@example.com
C101185,08/31/2021,South,Bronze,user1185@example.com
C101186,02/05/2021,East,Bronze,user1186@example.com
C101187,01/04/2022,West,Bronze,user1187@example.com
C101188,03/25/2022,East,Silver,user1188@example.com
C101189,02/10/2022,West,Bronze,user1189@example.com
C101190,05/12/2023,North,Gold,user1190@example.com
C101191,06/08/2021,South,Bronze,user1191@example.com
C101192,03/15/2021,North,Silver,user1192@example.com
C101193,11/29/2022,West,Bronze,user1193@example.com
C101194,07/12/2022,East,Platinum,user1194@example.com
C101195,08/11/2023,Central,Gold,user1195@example.com
C101196,05/31/2023,Central,Bronze,user1196@example.com
C101197,05/18/2021,South,Silver,user1197@example.com
C101198,10/04/2022,Central,Platinum,user1198@example.com
C101199,07/06/2023,North,Bronze,user1199@example.com
C101200,01/17/2021,Central,Bronze,user1200@example.com
C101201,10/18/2022,East,Silver,user1201@example.com
C101202,05/10/2022,Central,Silver,user1202@example.com
C101203,09/11/2022,South,Bronze,user1203@example.com
C101204,08/07/2021,North,Platinum,user1204@example.com
C101205,09/26/2022,East,Bronze,user1205@example.com
C101206,02/05/2021,Central,Silver,user1206@example.com
C101207,08/21/2023,North,Gold,user1207@example.com
C101208,01/20/2021,South,Bronze,user1208@example.com
C101209,03/11/2021,West,Silver,user1209@example.com
C101210,04/26/2023,West,Silver,user1210@example.com
C101211,08/02/2022,South,Gold,user1211@example.com
C101212,04/26/2022,South,Silver,user1212@example.com
C101213,01/15/2023,West,Bronze,user1213@example.com
C101214,03/18/2023,East,Gold,user1214@example.com
C101215,02/01/2021,East,Bronze,user1215@example.com
C101216,06/08/2022,North,Platinum,user1216@example.com
C101217,12/28/2022,North,Silver,user1217@example.com
C101218,04/12/2023,North,Bronze,user1218@example.com
C101219,08/19/2023,East,Bronze,user1219@example.com
C101220,01/22/2021,East,Gold,user1220@example.com
C101221,02/07/2023,West,Gold,user1221@example.com
C101222,07/10/2022,West,Silver,user1222@example.com
C101223,01/02/2021,East,Gold,user1223@example.com
C101224,10/17/2022,Central,Silver,user1224@example.com
C101225,08/18/2022,North,Bronze,user1225@example.com
C101226,03/16/2022,Central,Silver,user1226@example.com
C101227,06/13/2021,East,Gold,user1227@example.com
C101228,05/19/2021,East,Bronze,user1228@example.com
C101229,01/09/2023,North,Silver,user1229@example.com
C101230,09/27/2022,Central,Bronze,user1230@example.com
C101231,11/21/2022,South,Bronze,user1231@example.com
C101232,01/07/2021,Central,Gold,user1232@example.com
C101233,09/24/2021,West,Bronze,user1233@example.com
C101234,06/24/2021,Central,Gold,user1234@example.com
C101235,04/06/2023,North,Platinum,user1235@example.com
C101236,07/12/2023,North,Silver,user1236@example.com
C101237,09/22/2022,South,Silver,user1237@example.com
C101238,05/29/2023,West,Bronze,user1238@example.com
C101239,06/30/2023,South,Silver,user1239@example.com
C101240,06/04/2022,East,Bronze,user1240@example.com
C101241,11/16/2021,East,Silver,user1241@example.com
C101242,08/10/2021,East,Platinum,user1242@example.com
C101243,07/16/2023,North,Platinum,user1243@example.com
C101244,04/17/2021,East,Silver,user1244@example.com
C101245,06/23/2021,South,Silver,user1245@example.com
C101246,05/07/2023,South,Gold,user1246@example.com
C101247,02/14/2021,West,Silver,user1247@example.com
C101248,12/14/2022,North,Platinum,user1248@example.com
C101249,08/11/2023,North,Bronze,user1249@example.com
C101250,06/08/2023,Central,Bronze,user1250@example.com
C101251,08/06/2021,East,Silver,user1251@example.com
C101252,06/28/2022,Central,Gold,user1252@example.com
C101253,03/21/2023,North,Platinum,user1253@example.com
C101254,05/25/2023,South,Silver,user1254@example.com
C101255,03/30/2021,South,Silver,user1255@example.com
C101256,08/14/2022,West,Bronze,user1256@example.com
C101257,07/24/2022,North,Bronze,user1257@example.com
C101258,09/23/2023,South,Bronze,user1258@example.com
C101259,12/02/2021,West,Gold,user1259@example.com
C101260,06/07/2022,East,Bronze,user1260@example.com
C101261,02/22/2022,Central,Gold,user1261@example.com
C101262,03/16/2021,East,Platinum,user1262@example.com
C101263,10/02/2022,Central,Silver,user1263@example.com
C101264,08/23/2021,South,Silver,user1264@example.com
C101265,11/01/2021,West,Silver,user1265@example.com
C101266,04/21/2022,East,Silver,user1266@example.com
C101267,03/24/2023,East,Silver,user1267@example.com
C101268,02/19/2021,South,Platinum,user1268@example.com
C101269,01/30/2021,West,Bronze,user1269@example.com
C101270,03/11/2023,Central,Gold,user1270@example.com
C101271,01/09/2021,West,Silver,user1271@example.com
C101272,09/12/2021,North,Platinum,user1272@example.com
C101273,09/17/2022,East,Silver,user1273@example.com
C101274,02/01/2023,South,Silver,user1274@example.com
C101275,04/02/2022,South,Silver,user1275@example.com
C101276,08/23/2022,South,Silver,user1276@example.com
C101277,09/13/2021,North,Bronze,user1277@example.com
C101278,10/20/2021,West,Silver,user1278@example.com
C101279,03/13/2022,East,Silver,user1279@example.com
C101280,07/29/2022,East,Gold,user1280@example.com
C101281,02/05/2022,,Platinum,user1281@example.com
C101282,06/21/2023,North,Gold,user1282@example.com
C101283,01/06/2023,South,Platinum,user1283@example.com
C101284,03/22/2023,West,Gold,user1284@example.com
C101285,08/31/2023,North,Bronze,user1285@example.com
C101286,05/02/2023,West,Silver,user1286@example.com
C101287,08/22/2023,East,Silver,user1287@example.com
C101288,11/29/2021,East,Gold,user1288@example.com
C101289,08/19/2021,East,Silver,user1289@example.com
C101290,02/19/2021,Central,Gold,user1290@example.com
C101291,07/28/2022,South,Silver,user1291@example.com
C101292,05/13/2022,North,Bronze,user1292@example.com
C101293,04/06/2022,South,Bronze,user1293@example.com
C101294,03/14/2022,North,Bronze,user1294@example.com
C101295,02/23/2022,Central,Platinum,user1295@example.com
C101296,09/17/2022,Central,Gold,user1296@example.com
C101297,12/11/2022,Central,Platinum,user1297@example.com
C101298,03/22/2021,West,Silver,user1298@example.com
C101299,11/07/2022,Central,Bronze,user1299@example.com
C101300,04/17/2023,North,Bronze,user1300@example.com
C101301,06/23/2022,Central,Silver,user1301@example.com
C101302,03/06/2022,West,Gold,user1302@example.com
C101303,02/25/2023,West,Bronze,user1303@example.com
C101304,03/31/2023,Central,Silver,user1304@example.com
C101305,03/01/2022,South,Silver,user1305@example.com
C101306,03/27/2021,South,Silver,user1306@example.com
C101307,12/10/2022,Central,Gold,user1307@example.com
C101308,12/24/2022,North,Bronze,user1308@example.com
C101309,08/14/2021,East,Silver,user1309@example.com
C101310,05/31/2022,Central,Silver,user1310@example.com
C101311,12/05/2022,South,Gold,user1311@example.com
C101312,12/01/2021,East,Silver,user1312@example.com
C101313,02/11/2023,South,Silver,user1313@example.com
C101314,07/16/2022,South,Silver,user1314@example.com
C101315,10/09/2022,Central,Platinum,user1315@example.com
C101316,03/28/2021,North,Silver,user1316@example.com
C101317,04/23/2022,South,Silver,user1317@example.com
C101318,03/16/2022,North,Bronze,user1318@example.com
C101319,12/13/2022,East,Silver,user1319@example.com
C101320,11/18/2021,West,Silver,user1320@example.com
C101321,08/13/2022,East,Platinum,user1321@example.com
C101322,08/08/2023,South,Bronze,user1322@example.com
C101323,05/02/2023,South,Platinum,user1323@example.com
C101324,04/13/2021,North,Gold,user1324@example.com
C101325,07/16/2021,Central,Bronze,user1325@example.com
C101326,02/27/2021,East,Bronze,user1326@example.com
C101327,07/28/2021,North,Gold,user1327@example.com
C101328,02/06/2021,East,Bronze,user1328@example.com
C101329,03/17/2021,South,Bronze,user1329@example.com
C101330,07/31/2021,South,Bronze,user1330@example.com
C101331,12/14/2022,West,Gold,user1331@example.com
C101332,04/12/2023,North,Gold,user1332@example.com
C101333,05/17/2023,Central,Gold,user1333@example.com
C101334,05/24/2022,West,Silver,user1334@example.com
C101335,12/02/2021,West,Silver,user1335@example.com
C101336,03/21/2022,West,Gold,user1336@example.com
C101337,09/09/2022,Central,Silver,user1337@example.com
C101338,07/12/2023,Central,Bronze,user1338@example.com
C101339,05/12/2021,Central,Gold,user1339@example.com
C101340,05/25/2022,West,Bronze,user1340@example.com
C101341,10/28/2022,North,Bronze,user1341@example.com
C101342,04/22/2022,West,Silver,user1342@example.com
C101343,10/05/2022,Central,Bronze,user1343@example.com
C101344,11/05/2022,South,Bronze,user1344@example.com
C101345,04/16/2021,East,Bronze,user1345@example.com
C101346,04/18/2021,South,Silver,user1346@example.com
C101347,08/11/2021,South,Bronze,user1347@example.com
C101348,04/12/2023,West,Gold,user1348@example.com
C101349,05/05/2023,North,Bronze,user1349@example.com
C101350,01/26/2021,South,Bronze,user1350@example.com
C101351,09/02/2021,East,Gold,user1351@example.com
C101352,03/21/2023,South,Bronze,user1352@example.com
C101353,05/05/2023,East,Bronze,user1353@example.com
C101354,08/24/2021,East,Gold,user1354@example.com
C101355,01/27/2022,East,Silver,user1355@example.com
C101356,06/21/2022,Central,Platinum,user1356@example.com
C101357,08/12/2021,West,Silver,user1357@example.com
C101358,03/03/2021,Central,Bronze,user1358@example.com
C101359,03/16/2021,South,Platinum,user1359@example.com
C101360,09/03/2023,South,Bronze,user1360@example.com
C101361,07/25/2022,South,Silver,user1361@example.com
C101362,01/22/2023,East,Bronze,user1362@example.com
C101363,06/28/2022,East,Silver,user1363@example.com
C101364,06/14/2023,North,Bronze,user1364@example.com
C101365,10/28/2022,West,Platinum,user1365@example.com
C101366,08/22/2022,East,Silver,user1366@example.com
C101367,03/16/2023,East,Silver,user1367@example.com
C101368,12/09/2021,South,Silver,user1368@example.com
C101369,08/31/2022,East,Bronze,user1369@example.com
C101370,08/30/2022,East,Gold,user1370@example.com
C101371,08/23/2023,North,Bronze,user1371@example.com
C101372,03/30/2022,North,Gold,user1372@example.com
C101373,11/27/2022,North,Bronze,user1373@example.com
C101374,10/31/2022,South,Silver,user1374@example.com
C101375,07/03/2022,East,Bronze,user1375@example.com
C101376,09/29/2021,West,Bronze,user1376@example.com
C101377,07/28/2021,West,Bronze,user1377@example.com
C101378,06/23/2021,South,Bronze,user1378@example.com
C101379,06/18/2022,North,Gold,user1379@example.com
C101380,02/10/2023,East,Bronze,user1380@example.com
C101381,10/24/2022,Central,Bronze,user1381@example.com
C101382,01/30/2021,North,Bronze,user1382@example.com
C101383,06/01/2022,East,Platinum,user1383@example.com
C101384,01/02/2022,North,Bronze,user1384@example.com
C101385,05/30/2021,North,Bronze,user1385@example.com
C101386,11/13/2021,Central,Bronze,user1386@example.com
C101387,03/25/2023,East,Gold,user1387@example.com
C101388,02/19/2021,Central,Bronze,user1388@example.com
C101389,11/24/2021,West,Silver,user1389@example.com
C101390,07/06/2023,East,Gold,user1390@example.com
C101391,10/04/2021,North,Gold,user1391@example.com
C101392,12/26/2022,Central,Silver,user1392@example.com
C101393,04/27/2023,West,Gold,user1393@example.com
C101394,11/19/2021,North,Silver,user1394@example.com
C101395,02/17/2021,South,Bronze,user1395@example.com
C101396,06/05/2022,East,Bronze,user1396@example.com
C101397,08/07/2022,South,Gold,user1397@example.com
C101398,06/19/2022,West,Bronze,user1398@example.com
C101399,06/16/2021,West,Platinum,user1399@example.com
C101400,02/21/2023,North,Bronze,user1400@example.com
C101401,02/21/2023,West,Gold,user1401@example.com
C101402,02/13/2022,South,Bronze,user1402@example.com
C101403,02/22/2023,North,Platinum,user1403@example.com
C101404,03/22/2021,North,Gold,user1404@example.com
C101405,01/07/2021,Central,Silver,user1405@example.com
C101406,10/31/2022,North,Silver,user1406@example.com
C101407,11/03/2021,Central,Bronze,user1407@example.com
C101408,02/08/2021,Central,Silver,user1408@example.com
C101409,07/29/2022,North,Gold,user1409@example.com
C101410,06/08/2023,South,Gold,user1410@example.com
C101411,10/07/2022,East,Bronze,user1411@example.com
C101412,03/27/2023,East,Platinum,user1412@example.com
C101413,05/10/2022,South,Gold,user1413@example.com
C101414,04/14/2021,East,Bronze,user1414@example.com
C101415,02/26/2021,West,Bronze,user1415@example.com
C101416,02/12/2021,East,Silver,user1416@example.com
C101417,07/15/2021,West,Bronze,user1417@example.com
C101418,12/25/2022,West,Bronze,user1418@example.com
C101419,11/28/2021,West,Bronze,user1419@example.com
C101420,04/05/2021,North,Bronze,user1420@example.com
C101421,02/25/2022,East,Bronze,user1421@example.com
C101422,07/11/2021,West,Bronze,user1422@example.com
C101423,09/30/2021,Central,Platinum,user1423@example.com
C101424,06/13/2023,East,Gold,user1424@example.com
C101425,11/19/2021,West,Bronze,user1425@example.com
C101426,03/16/2021,South,Silver,user1426@example.com
C101427,02/16/2023,West,Bronze,user1427@example.com
C101428,05/09/2022,South,Silver,user1428@example.com
C101429,06/18/2021,North,Gold,user1429@example.com
C101430,10/05/2022,South,Gold,user1430@example.com
C101431,06/21/2021,East,Platinum,user1431@example.com
C101432,06/28/2022,North,Silver,user1432@example.com
C101433,03/11/2021,North,Bronze,user1433@example.com
C101434,03/12/2021,East,Platinum,user1434@example.com
C101435,03/14/2021,East,Silver,user1435@example.com
C101436,04/26/2022,West,Bronze,user1436@example.com
C101437,11/11/2022,West,Bronze,user1437@example.com
C101438,01/18/2022,Central,Gold,user1438@example.com
C101439,10/22/2022,South,Bronze,user1439@example.com
C101440,08/20/2021,Central,Gold,user1440@example.com
C101441,07/10/2023,South,Gold,user1441@example.com
C101442,06/21/2021,North,Silver,user1442@example.com
C101443,01/12/2023,North,Silver,user1443@example.com
C101444,08/15/2023,West,Silver,user1444@example.com
C101445,03/27/2021,West,Bronze,user1445@example.com
C101446,06/26/2021,South,Gold,user1446@example.com
C101447,06/06/2023,East,Silver,user1447@example.com
C101448,07/19/2022,Central,Silver,user1448@example.com
C101449,01/15/2022,West,Bronze,user1449@example.com
C101450,06/11/2021,Central,Bronze,user1450@example.com
C101451,01/04/2023,Central,Gold,user1451@example.com
C101452,10/13/2022,West,Bronze,user1452@example.com
C101453,03/23/2022,Central,Bronze,user1453@example.com
C101454,08/13/2023,East,Gold,user1454@example.com
C101455,01/31/2023,North,Bronze,user1455@example.com
C101456,10/22/2022,North,Bronze,user1456@example.com
C101457,08/25/2022,North,Bronze,user1457@example.com
C101458,10/24/2022,North,Silver,user1458@example.com
C101459,12/14/2021,East,Silver,user1459@example.com
C101460,08/01/2021,West,Silver,user1460@example.com
C101461,01/21/2023,Central,Silver,user1461@example.com
C101462,06/20/2022,East,Silver,user1462@example.com
C101463,05/31/2022,East,Gold,user1463@example.com
C101464,10/10/2021,West,Bronze,user1464@example.com
C101465,09/10/2022,West,Bronze,user1465@example.com
C101466,03/02/2023,North,Silver,user1466@example.com
C101467,05/21/2023,East,Bronze,user1467@example.com
C101468,04/04/2021,West,Bronze,user1468@example.com
C101469,06/23/2022,North,Bronze,user1469@example.com
C101470,04/24/2022,South,Bronze,user1470@example.com
C101471,03/27/2021,North,Platinum,user1471@example.com
C101472,04/03/2022,Central,Silver,user1472@example.com
C101473,05/10/2023,North,Gold,user1473@example.com
C101474,11/19/2021,Central,Gold,user1474@example.com
C101475,05/22/2023,Central,Silver,user1475@example.com
C101476,08/23/2022,East,Silver,user1476@example.com
C101477,03/04/2021,Central,Gold,user1477@example.com
C101478,06/06/2023,South,Bronze,user1478@example.com
C101479,04/05/2022,West,Silver,user1479@example.com
C101480,05/18/2023,West,Silver,user1480@example.com
C101481,05/10/2022,South,Bronze,user1481@example.com
C101482,10/02/2021,South,Bronze,user1482@example.com
C101483,03/11/2023,North,Bronze,user1483@example.com
C101484,01/07/2023,South,Gold,user1484@example.com
C101485,03/21/2021,Central,Bronze,user1485@example.com
C101486,05/24/2022,South,Bronze,user1486@example.com
C101487,12/31/2021,East,Gold,user1487@example.com
C101488,09/11/2022,South,Silver,user1488@example.com
C101489,07/22/2023,West,Bronze,user1489@example.com
C101490,03/10/2023,South,Bronze,user1490@example.com
C101491,02/04/2022,North,Bronze,user1491@example.com
C101492,02/23/2023,South,Silver,user1492@example.com
C101493,01/31/2022,Central,Platinum,user1493@example.com
C101494,12/15/2022,Central,Bronze,user1494@example.com
C101495,07/02/2022,Central,Platinum,user1495@example.com
C101496,10/19/2022,South,Platinum,user1496@example.com
C101497,11/02/2021,South,Bronze,user1497@example.com
C101498,06/10/2021,East,Silver,user1498@example.com
C101499,10/15/2022,West,Gold,user1499@example.com
